  -4.3861785e-01   7.7063506e+00  -9.7632465e+00
   8.0128120e+00   2.5049669e-01  -5.4096162e+00
   8.6358579e+00   5.9624313e+00   9.5876116e+00
   1.3349508e+00   5.7943809e+00   5.4833375e+00
   8.1019468e+00  -3.8043343e+00  -7.6139605e-01
   1.5363839e+00   2.0041039e+00   4.5623461e+00
  -3.9918509e+00   8.4897735e-01  -3.7668288e+00
   5.2058622e+00   4.0047821e+00  -2.1331949e-02
  -8.5275751e+00   6.4224886e+00   1.2639066e+00
  -8.3612333e-01  -9.2342793e+00   7.1067877e+00
  -2.9283668e+00  -6.5343141e+00  -9.4948940e+00
   2.9427273e+00  -1.9571715e-01  -2.0932539e+00
  -4.6270541e+00  -2.1023737e+00  -6.9593298e+00
  -7.3872567e+00   1.0759404e+00   2.5518874e+00
  -4.9604271e+00  -7.0885046e+00   5.0987118e+00
  -1.1132443e+00  -9.0764614e+00   5.3617979e+00
  -2.6289463e-01   7.2626880e+00  -3.5858207e+00
   5.5404521e+00   3.9577467e+00   4.5138199e-01
  -3.5722003e+00   3.5151061e-01  -3.4530152e+00
   8.2301593e+00   4.7694042e+00  -5.9663485e+00
  -9.6957343e+00  -2.9949470e+00   9.3921445e+00
   7.8793834e+00   6.5051025e+00  -9.3367156e+00
  -8.5858854e+00   5.7792196e+00  -5.4017297e+00
  -5.2981937e+00   6.7808095e+00  -5.3844669e+00
   8.0777337e+00  -2.4694128e+00  -4.3099761e+00
   2.8844684e+00   3.7995054e+00   4.5229239e+00
   6.7685002e+00  -2.7222197e-01  -5.1888310e+00
   4.3905950e+00   5.0584380e+00  -1.0673882e+00
   4.7829543e+00   7.8474380e+00   6.8067975e+00
   7.3103840e+00  -6.6554738e+00   5.4683068e+00
  -9.4499514e+00  -1.3282198e-01  -9.0430355e+00
   8.5305642e+00   1.9517539e-02   2.6663798e+00
   6.2582080e+00   6.2099709e+00   8.0519542e+00
   1.9107837e+00  -9.3806375e+00  -8.9307212e+00
   3.6825391e+00   9.4293860e-01  -5.7099505e+00
  -3.6344934e+00   4.1039836e+00   5.5017727e+00
  -9.3510558e+00   2.4170242e+00  -5.6695054e+00
  -5.7631118e-01  -7.3847939e+00   5.6694365e+00
   7.1762662e+00  -8.3229629e+00   4.1795842e-01
   4.6071496e+00   6.0970612e+00   2.1165990e+00
   5.7739617e+00  -1.0890975e+00   3.3427409e+00
